Platform,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Rating,Critic_Score_Class
6,22,263,0,"0,02",0,0,"0,02",31,39
6,27,263,0,"0,01",0,0,"0,01",32,38
4,22,263,0,"0,01",0,0,"0,01",30,39
8,27,264,"2,28","1,72","3,63","0,23","7,86",31,40
8,27,264,"1,62","0,77","2,78","0,14","5,3",31,40
8,27,264,"0,93","0,12","1,34","0,06","2,45",31,40
15,27,264,"0,82","0,37","0,89","0,05","2,13",30,40
8,27,264,"0,94","0,07","1,05","0,04","2,1",32,40
8,27,264,"0,62","0,42","0,69","0,12","1,86",31,40
8,27,264,"0,29","0,19","0,89","0,1","1,46",31,40
8,27,264,"0,25","0,17","0,65","0,07","1,14",30,40
8,27,264,"0,32","0,22",0,"0,04","0,58",32,39
10,22,265,"0,02","0,01",0,0,"0,03",32,37
5,22,265,"0,01",0,0,0,"0,02",32,37
1,27,266,"0,12",0,0,"0,01","0,13",33,39
3,27,266,"0,05","0,04","0,02","0,01","0,11",33,38
15,27,266,"0,07","0,03",0,0,"0,1",31,39
7,27,266,"0,05",0,"0,04","0,01","0,1",31,39
2,27,266,"0,06",0,"0,02",0,"0,08",31,39
2,27,266,"0,05",0,0,0,"0,05",33,38
6,29,267,0,"0,02",0,0,"0,03",31,39
9,27,268,"0,07",0,0,"0,01","0,07",32,37
2,27,268,"0,05",0,0,0,"0,06",31,38
2,27,268,"0,04",0,0,0,"0,04",33,38
3,27,268,"0,01","0,01",0,0,"0,03",31,38
2,29,268,"0,01",0,0,0,"0,02",33,39
6,29,269,0,"0,02",0,"0,01","0,03",33,39
14,24,270,"0,07",0,"0,02",0,"0,09",30,38
11,28,271,"0,11","0,03",0,"0,01","0,14",32,38
3,23,271,"0,04","0,03",0,"0,01","0,08",31,37
3,23,271,"0,03","0,03",0,"0,01","0,07",31,39
5,20,272,"0,06","0,07",0,"0,03","0,16",33,37
1,21,273,"0,41","0,03",0,"0,04","0,48",33,40
2,20,273,"0,11",0,0,"0,01","0,12",30,38
4,19,273,0,"0,03",0,"0,01","0,04",30,39
3,27,274,"0,04","0,03",0,"0,01","0,07",30,39
15,27,274,"0,04","0,01",0,0,"0,05",30,39
1,21,274,"0,05",0,0,0,"0,05",33,37
2,25,275,"0,19","0,02","0,13","0,02","0,37",31,37
2,27,275,"0,22",0,0,"0,02","0,23",33,38
7,18,275,"0,09",0,"0,04","0,01","0,14",33,39
9,29,275,"0,08",0,0,"0,01","0,09",31,37
4,22,276,"7,02","9,14","0,98","3,97","21,12",32,40
3,22,276,"9,43","0,4","0,41","10,57","20,81",32,40
9,22,276,"9,66","5,17","0,06","1,41","16,3",32,40
3,22,276,"8,41","5,49","0,47","1,78","16,15",32,40
5,22,276,"4,12","6,77","0,39","2,08","13,36",32,40
3,22,276,"6,99","4,51","0,3","1,3","13,1",32,40
9,22,276,"6,77","3,07","0,14","1,03","11,01",32,40
4,22,276,"4,77","3,7","0,44","1,61","10,51",32,40
7,22,276,"2,9","2,81","0,24","1,73","7,69",32,40
4,22,276,"2,8","2,53","0,17",1,"6,51",32,40
9,22,276,"3,71","1,97","0,09","0,58","6,35",32,40
10,22,276,"2,93","2,32",0,"0,49","5,74",32,40
7,22,276,"1,7","1,99","0,16","1,19","5,03",32,40
9,27,276,"2,83","1,03","0,13","0,4","4,39",32,40
1,21,276,"2,12","1,47","0,05","0,42","4,05",30,37
5,18,276,"2,51","0,66","0,04","0,69","3,9",33,40
7,19,276,"1,65","1,21",0,"0,79","3,65",33,39
3,22,276,"1,56","1,4","0,07","0,5","3,54",32,39
9,23,276,"2,4","0,71","0,03","0,29","3,44",32,40
8,22,276,"1,13","2,07",0,"0,22","3,42",31,38
3,23,276,"1,99","1,05","0,05","0,22","3,31",32,40
4,28,276,"1,28","1,29","0,12","0,5","3,18",32,40
9,23,276,"1,89","0,88","0,04","0,25","3,05",32,40
9,18,276,"2,61","0,2","0,01","0,19","3,01",30,40
9,23,276,"1,65","0,85","0,05","0,28","2,83",32,40
9,28,276,"1,53","0,92","0,02","0,24","2,7",32,40
3,19,276,2,"0,47","0,02","0,14","2,63",31,39
9,18,276,"2,32","0,14","0,01","0,16","2,63",30,40
9,18,276,"2,1","0,19",0,"0,23","2,52",30,40
4,18,276,"1,73","0,43","0,05","0,27","2,47",30,40
5,18,276,"1,47","0,54","0,01","0,43","2,46",30,40
4,19,276,"1,56","0,53","0,05","0,31","2,46",31,40
5,18,276,"1,57","0,37","0,02","0,43","2,39",30,40
10,18,276,"1,98","0,15",0,"0,25","2,37",33,40
9,19,276,"1,69","0,45","0,01","0,21","2,36",31,40
4,23,276,"1,05","0,72","0,1","0,35","2,23",32,40
9,23,276,"1,45","0,54","0,02","0,19","2,2",32,40
4,18,276,"1,62","0,26","0,05","0,18","2,11",30,40
4,18,276,"1,44","0,31","0,04","0,32","2,11",30,40
9,22,276,"1,85","0,12","0,01","0,13","2,1",30,40
4,23,276,"1,21","0,6",0,"0,29","2,1",32,40
5,22,276,"0,48","1,24","0,03","0,32","2,07",32,38
2,21,276,"1,22","0,63",0,"0,19","2,03",30,37
11,22,276,"1,26","0,61",0,"0,09","1,95",35,40
9,23,276,"1,22","0,54","0,02","0,16","1,93",32,40
4,23,276,"0,59","0,89","0,06","0,3","1,85",32,40
4,22,276,"1,41","0,2","0,03","0,16","1,8",30,40
3,19,276,"1,25","0,29",0,"0,24","1,78",31,40
3,22,276,"0,86","0,67",0,"0,22","1,76",32,39
10,18,276,"1,38","0,18",0,"0,18","1,73",30,40
4,23,276,"0,72","0,65","0,04","0,28","1,7",32,40
6,29,276,"0,99","0,52",0,"0,18","1,68",33,40
9,23,276,"0,86","0,62","0,01","0,13","1,62",32,40
3,19,276,"0,77","0,6",0,"0,2","1,56",31,39
1,18,276,"0,86","0,54",0,"0,15","1,56",30,37
9,22,276,"0,85","0,55",0,"0,15","1,55",32,39
4,23,276,"0,85","0,46","0,02","0,22","1,54",32,40
4,22,276,"0,5","0,69","0,04","0,26","1,49",32,39
3,18,276,"0,72","0,56",0,"0,19","1,48",30,40
3,23,276,"0,71","0,55",0,"0,19","1,45",32,39
5,18,276,"0,9","0,31","0,01","0,23","1,45",30,40
4,23,276,"0,75","0,46","0,01","0,2","1,42",32,40
3,23,276,"0,65","0,51",0,"0,17","1,34",32,39
2,22,276,"0,58","0,56","0,05","0,14","1,32",32,40
10,18,276,"1,1","0,06",0,"0,14","1,3",30,40
3,22,276,"0,63","0,49",0,"0,16","1,28",32,39
9,18,276,1,"0,16",0,"0,11","1,27",30,40
1,18,276,"0,39","0,72",0,"0,15","1,26",30,38
5,18,276,"0,42","0,62",0,"0,2","1,23",31,39
6,22,276,"0,4","0,74",0,"0,09","1,23",32,40
11,23,276,"0,98","0,19",0,"0,05","1,22",32,40
3,19,276,"0,97","0,04",0,"0,16","1,16",33,40
5,18,276,"0,39","0,57",0,"0,19","1,15",31,38
4,18,276,"0,49","0,46",0,"0,19","1,14",31,39
9,18,276,"0,64","0,37",0,"0,1","1,11",31,39
7,22,276,"0,28","0,49","0,03","0,27","1,07",32,40
9,22,276,"0,53","0,4","0,03","0,11","1,06",31,40
2,20,276,"0,97","0,01",0,"0,07","1,05",30,37
5,23,276,"0,37","0,41","0,05","0,15","0,98",32,39
7,19,276,"0,52","0,27",0,"0,19","0,98",31,39
9,18,276,"0,89","0,02",0,"0,08","0,98",30,40
6,22,276,0,"0,93",0,"0,04","0,97",32,40
3,22,276,"0,78","0,03","0,03","0,13","0,97",32,39
3,22,276,"0,75","0,03","0,04","0,12","0,94",31,40
6,23,276,"0,42","0,41",0,"0,1","0,93",32,40
5,23,276,"0,42","0,33","0,03","0,15","0,92",32,40
10,18,276,"0,71","0,11",0,"0,09","0,91",30,40
3,22,276,"0,43","0,34",0,"0,11","0,88",30,40
6,22,276,"0,01","0,79",0,"0,07","0,88",32,40
9,18,276,"0,79",0,0,"0,07","0,85",30,40
4,18,276,"0,75","0,01","0,01","0,07","0,84",30,40
9,23,276,"0,52","0,25",0,"0,07","0,83",32,37
9,29,276,"0,58","0,17",0,"0,07","0,83",33,40
5,18,276,"0,22","0,45",0,"0,13","0,8",31,38
8,19,276,"0,44","0,3",0,"0,05","0,79",30,37
4,18,276,"0,37","0,29",0,"0,13","0,79",31,37
4,29,276,"0,49","0,19","0,01","0,09","0,78",33,40
3,18,276,"0,65","0,02",0,"0,11","0,78",30,40
4,23,276,"0,33","0,31",0,"0,12","0,76",32,37
9,18,276,"0,28","0,38",0,"0,08","0,75",30,40
11,19,276,"0,61","0,1",0,"0,03","0,74",33,40
10,22,276,"0,34","0,33",0,"0,06","0,73",32,38
9,23,276,"0,46","0,19","0,01","0,07","0,73",32,39
6,29,276,"0,27","0,36",0,"0,08","0,72",32,40
4,18,276,"0,17","0,39",0,"0,13","0,69",30,40
4,23,276,"0,2","0,33",0,"0,13","0,66",32,40
6,23,276,"0,29","0,3",0,"0,07","0,66",32,40
10,23,276,"0,39","0,2",0,"0,06","0,65",32,39
16,23,276,"0,33","0,16","0,01","0,15","0,65",32,38
11,23,276,"0,47","0,15",0,"0,02","0,64",32,40
9,18,276,"0,38","0,21",0,"0,06","0,64",31,37
9,29,276,"0,36","0,21",0,"0,05","0,63",32,40
4,23,276,"0,26","0,21","0,05","0,1","0,62",32,39
4,18,276,"0,56",0,0,"0,05","0,61",30,40
10,18,276,"0,32","0,23",0,"0,05","0,61",31,39
3,18,276,"0,5","0,02",0,"0,08","0,6",30,39
9,18,276,"0,54",0,0,"0,05","0,59",30,40
1,22,276,"0,15","0,37",0,"0,07","0,58",30,38
4,29,276,"0,25","0,23",0,"0,1","0,58",32,40
10,18,276,"0,29","0,23",0,"0,05","0,58",31,37
4,22,276,"0,08","0,36",0,"0,12","0,57",30,39
9,22,276,"0,09","0,4",0,"0,07","0,56",30,39
3,22,276,"0,27","0,21",0,"0,07","0,56",32,38
11,18,276,"0,52","0,02",0,"0,02","0,56",30,40
1,20,276,"0,49","0,02",0,"0,04","0,55",30,37
4,18,276,"0,5","0,01",0,"0,05","0,55",30,40
11,23,276,"0,4","0,12",0,"0,02","0,55",32,39
4,23,276,"0,19","0,23","0,04","0,08","0,54",32,39
1,22,276,"0,25","0,23",0,"0,06","0,53",32,38
3,22,276,"0,26","0,2",0,"0,07","0,53",31,38
3,22,276,"0,44","0,02",0,"0,07","0,53",32,40
9,18,276,"0,47",0,0,"0,04","0,51",30,39
3,18,276,"0,25","0,19",0,"0,06","0,51",30,39
1,22,276,"0,17","0,28",0,"0,06","0,5",31,40
11,19,276,"0,42","0,06",0,"0,02","0,5",31,40
9,18,276,"0,47",0,0,"0,03","0,5",30,38
5,23,276,"0,15","0,24","0,02","0,07","0,48",32,40
9,18,276,"0,4","0,03",0,"0,03","0,45",30,38
10,23,276,"0,28","0,13",0,"0,04","0,45",32,40
2,29,276,"0,37","0,03","0,02","0,03","0,44",33,40
9,23,276,"0,36","0,04","0,01","0,03","0,44",32,40
6,23,276,"0,16","0,22",0,"0,05","0,43",32,40
3,18,276,"0,21","0,16",0,"0,05","0,42",33,40
9,23,276,"0,21","0,17",0,"0,04","0,42",32,39
6,23,276,"0,01","0,39",0,"0,02","0,41",32,40
9,18,276,"0,15","0,22",0,"0,04","0,41",30,40
6,23,276,"0,18","0,17",0,"0,06","0,41",32,37
6,22,276,"0,17","0,17",0,"0,05","0,4",32,39
3,22,276,"0,19","0,15",0,"0,05","0,39",31,37
9,23,276,"0,25","0,11",0,"0,03","0,39",32,40
4,18,276,"0,3","0,04",0,"0,03","0,37",30,40
6,29,276,"0,12","0,23",0,"0,03","0,37",33,40
1,18,276,"0,34",0,0,"0,03","0,37",30,38
11,22,276,"0,27","0,08",0,"0,01","0,36",30,40
10,18,276,"0,17","0,16",0,"0,03","0,36",31,38
5,23,276,"0,19","0,09","0,02","0,06","0,36",31,38
1,18,276,"0,32","0,01",0,"0,03","0,35",33,39
6,29,276,"0,1","0,2",0,"0,02","0,33",33,40
11,18,276,"0,24","0,07",0,"0,01","0,33",30,39
9,23,276,"0,27","0,03",0,"0,03","0,32",32,39
4,23,276,"0,14","0,13",0,"0,05","0,32",32,39
8,22,276,"0,17","0,12",0,"0,02","0,31",31,37
7,22,276,"0,04","0,17",0,"0,09","0,31",32,38
6,23,276,"0,12","0,15",0,"0,02","0,3",32,39
3,19,276,"0,14","0,11",0,"0,04","0,29",30,37
1,18,276,"0,26","0,01",0,"0,02","0,29",33,38
11,22,276,"0,21","0,06",0,"0,01","0,28",32,40
7,22,276,"0,23","0,01",0,"0,02","0,27",32,40
1,18,276,"0,23","0,02",0,"0,02","0,27",33,38
9,18,276,"0,18","0,08",0,0,"0,27",30,39
9,18,276,"0,24",0,0,"0,02","0,26",33,39
3,22,276,"0,13","0,1",0,"0,03","0,26",32,37
6,22,276,"0,11","0,13",0,"0,02","0,26",32,38
3,19,276,"0,13","0,1",0,"0,03","0,26",30,37
1,18,276,"0,24",0,0,"0,02","0,26",30,38
6,29,276,"0,1","0,14",0,"0,02","0,26",31,40
6,27,276,"0,01","0,2",0,"0,04","0,26",32,40
3,18,276,"0,12","0,1",0,"0,03","0,25",30,37
6,28,276,"0,09","0,13",0,"0,03","0,25",32,40
3,18,276,"0,12","0,1",0,"0,03","0,25",30,39
4,23,276,"0,08","0,13",0,"0,04","0,25",32,38
9,18,276,"0,14","0,08",0,"0,02","0,25",31,37
6,23,276,"0,02","0,19",0,"0,04","0,24",32,40
15,22,276,"0,17","0,06",0,0,"0,24",32,38
7,22,276,"0,22",0,0,"0,02","0,24",31,37
6,23,276,"0,12","0,09",0,"0,02","0,23",32,39
9,22,276,"0,21","0,01",0,"0,02","0,23",30,40
11,22,276,"0,17","0,05",0,"0,01","0,23",32,38
10,23,276,"0,16","0,04",0,"0,02","0,22",31,39
10,23,276,"0,12","0,07",0,"0,02","0,22",32,40
9,18,276,"0,2",0,0,"0,02","0,21",30,40
9,23,276,"0,1","0,1",0,"0,02","0,21",32,38
11,18,276,"0,16","0,05",0,"0,01","0,21",33,40
3,21,276,"0,1","0,08",0,"0,03","0,21",31,38
9,18,276,"0,19","0,01",0,"0,02","0,21",33,39
11,19,276,"0,15","0,04",0,"0,01","0,2",33,40
4,18,276,"0,15","0,03",0,"0,02","0,2",30,39
5,29,276,"0,07","0,09",0,"0,03","0,2",31,40
7,22,276,"0,18",0,0,"0,02","0,19",32,37
4,18,276,"0,18",0,0,"0,02","0,19",30,38
11,22,276,"0,14","0,04",0,"0,01","0,19",32,39
6,23,276,"0,08","0,1",0,"0,02","0,19",32,39
6,22,276,"0,18",0,0,"0,01","0,19",30,40
4,18,276,"0,17",0,0,"0,01","0,19",30,39
11,23,276,"0,14","0,04",0,"0,01","0,18",31,38
6,23,276,"0,01","0,14",0,"0,03","0,18",32,40
8,22,276,"0,1","0,07",0,"0,01","0,18",30,38
4,18,276,"0,16",0,0,"0,01","0,18",30,40
9,18,276,"0,16",0,0,"0,01","0,18",30,40
9,18,276,"0,15","0,01",0,"0,01","0,17",33,38
9,18,276,"0,15",0,0,"0,01","0,17",30,39
11,22,276,"0,13","0,04",0,"0,01","0,17",32,38
6,29,276,"0,02","0,12",0,"0,03","0,16",33,40
4,18,276,"0,15",0,0,"0,01","0,16",30,39
7,27,276,"0,13","0,02",0,"0,02","0,16",31,39
6,18,276,"0,09","0,05",0,"0,02","0,16",30,40
9,18,276,"0,13","0,02",0,"0,01","0,16",31,39
4,18,276,"0,14",0,0,"0,01","0,15",33,39
4,18,276,"0,13","0,01",0,"0,01","0,15",33,38
11,23,276,"0,11","0,03",0,"0,01","0,15",32,39
4,22,276,"0,12","0,02",0,"0,02","0,15",31,37
9,18,276,"0,11","0,02",0,"0,01","0,15",33,38
3,22,276,"0,07","0,05",0,"0,02","0,14",31,37
1,18,276,"0,04","0,08",0,"0,02","0,14",30,37
4,18,276,"0,13",0,0,"0,01","0,14",30,40
6,23,276,"0,1","0,03",0,"0,01","0,14",32,39
6,23,276,"0,08","0,04",0,"0,01","0,14",31,38
1,18,276,"0,13",0,0,"0,01","0,14",30,38
9,18,276,"0,11","0,01",0,"0,01","0,13",33,39
12,18,276,"0,08","0,04",0,"0,01","0,13",30,40
4,18,276,"0,12",0,0,"0,01","0,13",33,40
3,26,276,"0,06","0,05",0,"0,02","0,13",30,38
4,18,276,"0,11",0,0,"0,01","0,12",33,39
2,18,276,"0,11",0,0,"0,01","0,12",30,37
3,28,276,"0,06","0,05",0,"0,02","0,12",33,37
9,18,276,"0,11",0,0,"0,01","0,12",30,38
9,22,276,"0,1","0,01",0,"0,01","0,11",31,37
8,28,276,"0,06","0,04",0,"0,01","0,11",32,38
3,18,276,"0,05","0,04",0,"0,01","0,1",30,38
7,21,276,"0,07","0,02",0,"0,02","0,1",30,40
9,18,276,"0,09",0,0,"0,01","0,1",33,39
11,18,276,"0,07","0,02",0,0,"0,1",30,40
3,20,276,"0,05","0,04",0,"0,01","0,09",30,38
10,29,276,"0,06","0,02",0,"0,01","0,09",31,40
9,18,276,"0,07",0,0,"0,01","0,08",33,39
2,18,276,"0,06","0,01",0,"0,01","0,08",31,39
3,22,276,"0,04","0,03",0,"0,01","0,08",32,39
6,18,276,"0,06","0,01",0,"0,01","0,08",30,39
13,21,276,"0,06","0,02",0,0,"0,08",31,39
4,18,276,"0,07",0,0,"0,01","0,08",30,37
9,18,276,"0,06",0,0,"0,01","0,07",30,37
11,26,276,"0,05","0,01",0,0,"0,06",31,38
11,21,276,"0,05","0,01",0,0,"0,06",31,38
7,20,276,"0,06",0,0,0,"0,06",30,39
1,18,276,"0,06",0,0,0,"0,06",33,38
11,28,276,"0,05","0,01",0,0,"0,06",32,39
11,23,276,"0,05","0,01",0,0,"0,06",32,39
6,23,276,0,"0,05",0,0,"0,05",32,38
1,22,276,"0,04","0,01",0,0,"0,05",31,37
6,22,276,0,"0,04",0,"0,01","0,04",32,40
2,22,276,"0,04",0,0,0,"0,04",33,37
11,29,276,"0,03","0,01",0,0,"0,04",31,38
11,22,276,"0,03","0,01",0,0,"0,04",31,37
6,22,276,0,"0,03",0,"0,01","0,04",32,40
13,20,276,"0,03","0,01",0,0,"0,04",30,38
6,18,276,0,"0,02",0,0,"0,03",30,40
15,23,276,"0,02","0,01",0,0,"0,03",32,39
11,18,276,"0,02","0,01",0,0,"0,03",30,40
6,23,276,0,"0,02",0,0,"0,03",32,40
6,22,276,0,"0,02",0,0,"0,03",31,39
6,18,276,0,"0,02",0,0,"0,02",30,40
11,28,276,"0,02",0,0,0,"0,02",33,37
6,23,276,0,"0,02",0,0,"0,02",32,40
11,19,276,"0,01",0,0,0,"0,02",31,37
6,29,276,0,"0,01",0,0,"0,02",31,37
6,22,276,0,"0,01",0,0,"0,01",32,40
6,23,276,0,"0,01",0,0,"0,01",32,39
4,23,276,0,"0,01",0,0,"0,01",32,40
6,18,276,0,"0,01",0,0,"0,01",30,40
15,23,276,0,0,0,0,"0,01",31,40
6,27,276,"0,01",0,0,0,"0,01",32,38
6,29,276,0,0,0,0,"0,01",33,38
8,23,277,"0,49","0,33",0,"0,06","0,87",31,37
3,19,278,"0,65","0,51",0,"0,17","1,33",30,37
15,20,278,"0,93","0,34",0,"0,02","1,29",30,37
15,22,278,"0,47","0,17",0,"0,01","0,66",30,39
3,23,278,"0,3","0,23",0,"0,08","0,61",31,39
11,20,278,"0,25","0,1",0,"0,01","0,36",31,37
15,19,278,"0,22","0,08",0,"0,01","0,3",30,37
11,18,278,"0,22","0,06",0,"0,01","0,29",31,39
3,21,278,"0,14","0,11",0,"0,04","0,29",30,37
11,18,278,"0,19","0,06",0,"0,01","0,26",32,39
11,19,278,"0,18","0,05",0,"0,01","0,24",30,37
15,23,278,"0,15","0,06",0,0,"0,21",30,38
11,23,278,"0,16","0,05",0,"0,01","0,21",31,39
13,20,278,"0,13","0,03",0,0,"0,17",31,37
13,23,278,"0,13","0,03",0,0,"0,16",31,39
3,20,278,"0,07","0,05",0,"0,02","0,14",30,37
11,21,278,"0,1","0,03",0,0,"0,13",30,37
3,28,278,"0,06","0,05",0,"0,02","0,12",31,37
11,19,278,"0,05","0,01",0,0,"0,07",30,37
3,21,278,"0,03","0,02",0,"0,01","0,06",30,38
13,21,278,"0,04","0,01",0,0,"0,05",30,37
11,22,278,"0,01",0,0,0,"0,01",31,37
13,22,278,"0,01",0,0,0,"0,01",31,37
13,28,278,"0,01",0,0,0,"0,01",31,38
5,20,279,0,0,0,0,"0,01",31,40
6,29,280,0,"0,04",0,"0,01","0,05",33,39
5,22,280,0,0,0,0,"0,01",31,38
3,22,281,"0,63","0,21","1,13","0,13","2,11",31,39
3,22,281,"0,24","0,18","0,91","0,06","1,39",31,38
9,22,281,"0,65","0,22","0,05","0,1","1,01",32,40
3,22,281,"0,13","0,1","0,74","0,03",1,31,39
4,22,281,"0,25","0,13","0,46","0,06","0,91",31,37
3,22,281,"0,11","0,09","0,64","0,03","0,87",31,37
3,22,281,"0,17","0,13","0,51","0,04","0,86",31,39
4,22,281,"0,18","0,07","0,41","0,04","0,71",31,37
4,25,281,"0,23","0,14","0,2","0,07","0,64",32,39
3,27,281,"0,22","0,2","0,16","0,05","0,63",32,40
3,22,281,"0,02","0,02","0,57","0,01","0,61",31,37
4,22,281,"0,12","0,1","0,34","0,05","0,6",31,38
3,22,281,"0,11","0,08","0,35","0,03","0,57",31,37
4,22,281,"0,11","0,04","0,36","0,02","0,54",31,37
7,22,281,"0,18",0,"0,3","0,02","0,51",31,38
11,25,281,"0,3","0,1","0,08","0,02","0,5",32,40
4,22,281,"0,14","0,01","0,31","0,02","0,47",31,38
9,25,281,"0,3","0,03","0,1","0,03","0,47",32,40
3,27,281,"0,22","0,03",0,"0,2","0,45",32,40
3,22,281,"0,04","0,03","0,36","0,01","0,45",31,39
4,22,281,"0,19","0,09","0,11","0,05","0,43",32,37
4,27,281,"0,22","0,09","0,07","0,04","0,43",31,37
14,22,281,"0,12","0,05","0,2","0,01","0,39",31,38
3,26,281,"0,11","0,09","0,14","0,03","0,36",30,39
16,22,281,"0,04","0,04","0,25","0,02","0,35",31,39
3,22,281,"0,11","0,09","0,12","0,03","0,34",31,38
3,26,281,"0,08","0,06","0,19","0,02","0,34",30,39
4,22,281,"0,14","0,03","0,15","0,02","0,34",31,38
3,27,281,"0,09","0,07","0,15","0,02","0,33",31,40
3,27,281,"0,16","0,13",0,"0,04","0,33",31,40
3,29,281,"0,08","0,06","0,16","0,02","0,32",30,39
3,22,281,0,0,"0,32",0,"0,32",31,39
3,29,281,"0,05","0,04","0,19","0,01","0,3",30,39
9,22,281,"0,15","0,06","0,06","0,02","0,3",31,38
4,25,281,0,0,"0,3",0,"0,3",32,37
4,22,281,"0,11","0,07","0,07","0,03","0,29",31,38
3,29,281,"0,06","0,05","0,16","0,02","0,29",31,39
7,22,281,"0,06",0,"0,22","0,01","0,29",31,37
4,22,281,"0,1","0,03","0,14","0,02","0,28",31,37
4,22,281,"0,04","0,04","0,16","0,02","0,26",31,38
4,27,281,"0,06","0,04","0,14","0,02","0,26",31,38
9,18,281,"0,15","0,02","0,06","0,02","0,25",32,37
3,22,281,"0,12","0,09",0,"0,03","0,25",31,37
9,22,281,"0,16","0,05","0,03","0,02","0,25",32,37
5,22,281,"0,08","0,07","0,06","0,03","0,24",31,39
16,22,281,"0,05","0,06","0,11","0,02","0,24",31,38
9,22,281,"0,16","0,06",0,"0,02","0,24",31,37
9,22,281,"0,16","0,01","0,04","0,02","0,24",31,37
4,27,281,"0,08","0,01","0,13","0,01","0,24",32,38
16,22,281,"0,02","0,02","0,18","0,01","0,23",31,40
4,22,281,0,0,"0,23",0,"0,23",31,38
7,27,281,"0,15","0,01","0,04","0,02","0,23",31,40
9,22,281,"0,13","0,06","0,02","0,02","0,23",31,37
2,22,281,"0,16","0,01","0,02","0,02","0,21",31,40
7,22,281,"0,02",0,"0,18",0,"0,2",31,38
5,22,281,"0,07","0,07","0,03","0,03","0,2",31,38
9,22,281,"0,17","0,01",0,"0,02","0,2",31,37
4,23,281,"0,05","0,09","0,02","0,03","0,19",32,37
4,27,281,"0,06","0,03","0,08","0,02","0,19",33,39
2,27,281,"0,16",0,"0,02","0,01","0,19",33,39
3,22,281,0,0,"0,19",0,"0,19",31,37
4,22,281,"0,06","0,04","0,07","0,02","0,19",32,37
3,27,281,"0,09","0,07",0,"0,02","0,19",31,39
7,22,281,"0,07",0,"0,11","0,01","0,18",31,38
5,22,281,"0,06","0,07","0,02","0,03","0,18",31,39
5,22,281,"0,08","0,04","0,03","0,03","0,18",31,37
9,22,281,"0,11","0,03","0,02","0,01","0,18",31,38
3,18,281,"0,05","0,04","0,06","0,01","0,17",30,39
4,27,281,"0,05","0,03","0,06","0,02","0,16",31,38
11,22,281,"0,12","0,03",0,"0,01","0,16",31,39
4,22,281,"0,02","0,02","0,11","0,01","0,16",31,38
3,27,281,"0,08","0,06",0,"0,02","0,15",31,39
9,22,281,"0,09","0,05",0,"0,01","0,15",31,38
1,22,281,"0,11",0,"0,04","0,01","0,15",31,37
3,27,281,"0,07","0,05",0,"0,02","0,14",31,40
9,19,281,"0,12",0,0,"0,01","0,13",33,38
16,22,281,"0,02","0,02","0,07","0,01","0,13",32,38
3,22,281,"0,06","0,05",0,"0,02","0,13",31,37
9,22,281,"0,11","0,01",0,"0,01","0,13",31,38
5,22,281,"0,03","0,02","0,06","0,01","0,12",31,39
3,27,281,"0,06","0,05",0,"0,02","0,12",31,39
4,22,281,"0,03","0,02","0,06","0,01","0,12",32,38
2,18,281,"0,11",0,0,"0,01","0,11",30,38
3,26,281,"0,05","0,04",0,"0,01","0,11",31,38
16,22,281,0,0,"0,11",0,"0,11",31,39
3,29,281,"0,05","0,04",0,"0,01","0,11",31,39
5,22,281,"0,03","0,01","0,06","0,01","0,11",31,39
3,18,281,"0,02","0,02","0,06","0,01","0,1",30,38
3,27,281,"0,02","0,02","0,05","0,01","0,1",33,37
1,27,281,"0,08",0,"0,01","0,01","0,1",33,38
7,20,281,"0,03",0,"0,05","0,01","0,1",31,39
5,22,281,"0,03","0,01","0,05","0,01","0,1",31,38
9,22,281,"0,08","0,01",0,"0,01","0,09",31,38
3,29,281,"0,04","0,03",0,"0,01","0,09",31,39
4,22,281,"0,05","0,03",0,"0,02","0,09",32,37
9,23,281,"0,06","0,02",0,"0,01","0,09",32,37
13,22,281,"0,03","0,01","0,04",0,"0,09",31,38
11,22,281,"0,04","0,01","0,04",0,"0,09",31,39
3,29,281,"0,04","0,03",0,"0,01","0,09",33,39
3,22,281,"0,04","0,03",0,"0,01","0,09",31,37
12,22,281,"0,04","0,02","0,02","0,01","0,08",31,38
3,29,281,0,0,"0,08",0,"0,08",31,38
14,22,281,0,0,"0,08",0,"0,08",31,38
9,22,281,"0,07","0,01",0,"0,01","0,08",31,37
3,29,281,"0,04","0,03",0,"0,01","0,08",30,39
3,29,281,"0,04","0,03",0,"0,01","0,07",31,39
3,29,281,0,0,"0,07",0,"0,07",33,38
2,19,281,"0,05",0,"0,02",0,"0,07",30,38
2,29,281,"0,07",0,0,"0,01","0,07",33,39
5,22,281,"0,03","0,02",0,"0,01","0,07",31,38
3,29,281,"0,03","0,03",0,"0,01","0,07",30,39
11,22,281,"0,05","0,02",0,0,"0,07",31,39
3,22,281,"0,03","0,03",0,"0,01","0,07",31,39
10,22,281,"0,04","0,02",0,"0,01","0,07",31,37
3,27,281,"0,03","0,03",0,"0,01","0,07",32,37
7,27,281,"0,02",0,"0,05",0,"0,07",33,37
16,22,281,0,0,"0,07",0,"0,07",31,38
9,25,281,"0,03","0,01","0,02",0,"0,06",32,37
3,22,281,"0,03","0,02",0,"0,01","0,06",31,38
3,27,281,"0,03","0,02",0,"0,01","0,06",33,38
